filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
102_1_1_17.wav,0.272014558,0.063137822,2396.451115,1640.957102,4238.995296,0.183315482,-295.7766418,33.20114899,-2.89206171,10.59204197,-29.61675644,-5.109181881,-30.17211723,4.513677597,-23.00631142,-5.681387424,-25.22436333,-1.881536722,-7.034455776,-0.285147876,-7.244351864,9.641191483,-5.863251209,7.413853645,-14.42855644,3.63841176,female
102_1_1_18.wav,0.331306309,0.042852771,2460.033779,1787.991749,4547.211022,0.170299899,-344.636322,26.20592117,12.67325878,23.6818409,-18.33242035,-7.500108242,-14.16989326,3.952500105,-16.452034,5.825321198,-14.30302334,-3.375581741,-8.480947495,4.899645329,-9.033425331,0.386452377,-13.99383831,6.072955608,-18.9448204,3.362689018,female
102_1_1_19.wav,0.289604992,0.054484326,2377.373583,1799.382727,4483.618952,0.172153268,-331.5715027,26.00261116,7.76069355,12.53839207,-18.98231125,-12.9965992,-30.42981339,1.877250433,-15.49636841,2.490190029,-17.61979103,-3.464941263,-12.32458401,-1.188891053,-7.812781334,0.404630691,-8.389808655,11.62796116,-6.870441437,10.44143867,female
102_1_1_21.wav,0.252586335,0.066543691,1442.108296,1505.16658,2783.305921,0.09454153,-288.1382141,88.21205139,5.17036438,25.12498474,-24.30965233,-17.18667984,-16.07782745,-12.19029236,-34.6749382,-6.347033501,-34.41899109,-3.65712142,-14.05456161,-2.792316914,-14.43842983,-12.77757645,-16.6527977,-9.621479034,-18.4513092,-10.04383183,female
102_1_1_22.wav,0.275032818,0.033887282,2175.790196,1227.241945,3349.424342,0.182606908,-423.4993286,55.69816589,15.79129601,10.29989433,-6.34715271,-5.622667313,-6.863195896,-7.295548439,-23.04953766,-2.389916897,-21.98767662,0.104663648,-11.60138035,-1.948145509,-11.86405754,-8.718514442,-12.19487286,-5.753997326,-14.98832512,-6.032371044,female
102_1_1_23.wav,0.239043012,0.060848858,1672.984307,1609.059991,3102.953767,0.116873127,-303.9889832,69.37467194,6.67981863,19.68094063,-24.28209877,-21.93853378,-28.36742401,-15.43890285,-24.97855759,3.012112141,-27.63640785,-2.40861702,-23.36171722,-5.512654305,-9.83925724,-7.404677391,-14.11461067,-0.408922583,-17.19131851,-2.327508926,female
102_1_1_24.wav,0.236985475,0.063125513,1646.649816,1520.769837,3213.827055,0.110124144,-317.2369385,59.03235245,2.5617764,5.076381207,-20.27238274,-6.793365479,-21.03553009,-7.306071281,-34.14754105,-2.508980989,-31.03671837,-0.99068588,-13.55467129,-5.132402897,-16.7293396,-12.18265438,-17.7846508,-9.020614624,-13.14400578,-1.224892497,female
102_1_1_25.wav,0.260995626,0.037969366,3264.857827,1310.488248,4425.299658,0.29643354,-420.5343323,33.21894836,10.69984055,2.512996197,-11.99403858,-4.898006439,-17.44817162,-4.201688766,-22.01714516,-1.045799971,-24.99023247,1.698696375,-9.517481804,1.850189805,-8.505259514,-7.222930431,-6.646985531,-1.504128218,-7.239998817,3.856144667,female
102_1_1_26.wav,0.267290294,0.050137188,2329.410401,1551.056735,4024.186644,0.160604399,-356.3602295,52.90984344,-1.325885653,6.744364738,-23.2119751,-13.71527863,-20.06352997,-9.258616447,-24.9878273,-3.951477051,-32.12265396,1.686011672,-11.61162186,-0.783658803,-14.11819077,-5.625286579,-11.7852726,-3.385887384,-9.971436501,-1.507128954,female
102_1_1_27.wav,0.251425803,0.0636077,2189.630924,1593.129888,3787.243151,0.152183219,-315.5066223,36.15115356,-15.99274731,15.93164253,-26.73096085,-16.34015656,-22.30564308,-16.11613464,-30.68445969,-5.8543787,-26.86998367,-1.586767435,-14.60323429,-4.353215694,-14.42474747,-3.022403717,-4.590548515,5.244817257,-5.070307255,-0.918129385,female
102_1_1_28.wav,0.290630281,0.063440278,1966.938532,1583.639357,3504.872312,0.187074723,-312.6150818,55.21931839,6.776590347,22.50471687,-5.996738434,-23.69078636,-13.65244961,-1.125604868,-28.90717316,-4.643681049,-29.2327652,-3.159995556,-15.73736477,-0.924485385,-18.94834518,-9.19011879,-17.61183548,-9.745796204,-14.55566502,-4.532632828,female
102_1_1_31.wav,0.372107893,0.041195735,2289.555886,1531.809783,3728.289474,0.210207648,-420.6964111,23.3524456,-8.278003693,-4.104458332,-22.36814117,-5.195298672,-21.88557243,-2.70104146,-7.723625183,0.395440608,-6.027415276,2.480389357,-8.412183762,1.142770648,-8.665058136,3.11796689,2.837875128,20.20262337,11.68824482,23.55335617,female
102_1_1_310.wav,0.34051016,0.017362665,3353.546215,1425.896809,4883.451705,0.331649503,-489.6843872,30.77833557,5.839252472,10.37599277,-6.83971262,2.611785889,-9.230303764,0.445326775,-4.2603755,1.196823359,-6.627034187,-1.435809851,-1.814141393,1.687528014,-6.093813896,2.732479572,-6.235040665,-0.454462826,-3.934169769,3.064068079,female
102_1_1_311.wav,0.221264318,0.034600988,1829.459955,1105.960803,2616.264205,0.140709339,-421.0280762,59.82823181,-14.9297514,1.853840113,-27.74380302,-7.173254013,-20.61930847,-11.54181862,-16.33113098,-9.452275276,-12.66793919,-5.966874123,-4.305625439,-5.154883862,-16.44813728,0.887741268,-6.888847351,8.629250526,2.463617563,3.717910528,female
102_1_1_312.wav,0.145406708,0.027917625,994.2091741,794.6720515,1722.727273,0.07171076,-466.7759094,34.616436,3.744679928,8.036698341,-11.00640202,2.935607433,-10.87549305,0.992606282,-10.18504715,-4.108398914,-10.24233627,-1.982637405,-1.200515509,0.489098579,-8.159487724,-0.10851822,-8.248123169,-0.73622638,-6.346056938,-2.070175886,female
102_1_1_313.wav,0.259840339,0.042134441,2671.782409,1604.05315,4391.761364,0.246107067,-392.3657532,52.69216919,11.21544266,6.749446869,-19.72830009,-10.95252228,-18.80163956,1.84139955,-11.44277,0.748761833,-13.1395731,0.008412335,-0.974721968,0.543181479,-7.132347584,1.086148739,-10.09834957,4.333919048,-8.909320831,4.44401598,female
102_1_1_314.wav,0.242969796,0.065354459,2085.104279,1539.320953,3460.511364,0.175341797,-362.9431152,40.90668869,17.87098312,5.090050697,-31.55841255,-4.041329861,-28.2703495,-5.085082054,-29.22871017,-8.872964859,-13.49491215,-4.696983337,-13.92356205,-0.736145973,-10.80440903,-3.065627337,-10.80831623,6.806598663,-11.05792713,4.338829041,female
102_1_1_315.wav,0.234501004,0.039462984,1367.396482,1294.02262,2690.838068,0.091495028,-423.1335449,45.08984375,16.53004074,24.86547279,-17.55253983,-3.691639185,-13.47277164,-2.251324177,-15.46101952,4.08797121,-12.83759403,-4.418235779,-6.925597191,-0.222283483,-12.89334679,-3.823502064,-8.051142693,-1.678716183,-8.139909744,3.061968327,female
102_1_1_316.wav,0.213075414,0.037387926,1858.645788,1194.495555,2930.326705,0.155331143,-428.2753906,42.54652405,2.683959961,13.97805309,-7.531505108,-3.710781813,-16.80101013,-7.910154819,-23.61087608,-4.409885883,-15.31288433,-4.865628719,-3.645792723,-1.883728862,-14.42959213,-2.625492811,-10.20743275,-1.343614459,-7.371177673,-3.717951775,female
102_1_1_317.wav,0.226958632,0.041389626,2010.501819,1224.17465,3175.355114,0.153093928,-441.6647339,27.89999199,2.651634693,14.28172874,-10.90459061,5.497744083,-12.97132492,1.550807714,-8.107481956,-6.847285271,-13.04019737,-7.583899498,-1.530536413,-2.086272478,-9.479837418,-3.508624315,-6.826991081,0.085940234,-7.672216415,0.862741232,female
102_1_1_318.wav,0.415812999,0.025304517,1900.886284,1433.48047,3429.119318,0.134938743,-434.072113,44.45258713,3.788375616,19.04580307,-9.350050926,4.605118275,-9.386951447,6.492011547,-9.706930161,2.237159014,-8.39389801,0.928904653,-1.664125919,3.000837088,-7.804281235,2.313013077,-9.349863052,3.140348673,-8.908254623,2.208625317,female
102_1_1_319.wav,0.25349018,0.05182549,1750.47568,1353.045871,3217.984069,0.12145278,-340.2347107,66.04058838,-23.05396271,4.435899258,-29.1131897,2.212883234,-26.06075287,-6.862107754,-21.06724167,-5.320480824,-10.92021275,-3.512687445,1.28298223,9.604690552,2.72795105,17.06835175,4.758967876,12.79699707,1.09241581,-2.180501699,female
102_1_1_32.wav,0.241626412,0.028447945,1673.770364,1204.822309,2930.756579,0.15339227,-437.104126,49.8609581,-4.873321056,11.69627666,-14.4743309,-10.00427532,-15.26919079,-3.62572217,-20.25708961,-1.494040132,-10.42281723,-1.15570116,-2.187331915,-0.644709289,-8.322993279,1.912124753,-10.25452423,-1.021646142,-7.583785057,1.980946302,female
102_1_1_33.wav,0.460263491,0.037829399,1666.355826,1413.994045,3147.681452,0.129053259,-366.8337097,50.06984711,30.40603828,17.01408958,-6.014622688,-1.555054426,-7.99875164,12.53689575,-5.704276562,11.07553959,-7.293699741,7.449072838,-2.64750433,13.68398476,-3.583209515,6.448987007,-5.089009762,8.987890244,-8.406794548,1.744900823,female
102_1_1_34.wav,0.404917002,0.039248355,1836.919846,1697.502721,3771.001344,0.11437857,-360.9736328,45.92766953,25.30151176,19.57059669,-14.72707462,-5.023730755,-8.385183334,19.94620323,-9.012247086,3.096049309,-7.584579468,6.414217949,-7.075005054,9.318100929,-5.158979893,9.883999825,-11.58067417,10.1151104,-6.063376904,7.271744251,female
102_1_1_35.wav,0.46107626,0.032957248,1650.465929,1485.657363,3022.429435,0.12609732,-418.4389648,46.84827423,27.42458344,18.77365875,-7.602512836,1.062097311,-2.805849791,10.68021488,-13.10131264,7.568459988,-7.381951332,6.369149685,-4.816387177,7.733483791,-0.86402607,4.7398839,-7.841141701,4.681536198,-8.218578339,0.164861992,female
102_1_1_36.wav,0.221753582,0.039759986,1025.682377,1090.9752,1979.670699,0.066663516,-438.8945007,43.06233597,17.85466957,19.70764351,-11.01579857,1.331983447,-7.11522007,1.018292665,-8.101559639,-2.590314388,-9.230462074,-0.942356646,-3.273507833,2.183968067,-3.79942894,2.787842512,-8.567429543,2.951881647,-9.733849525,2.950913191,female
102_1_1_37.wav,0.432702005,0.032021526,883.3034272,1138.490012,1707.829301,0.039319766,-437.3231812,50.6166153,-7.88788414,4.066568375,-1.520120978,12.52423286,-2.194670677,12.31780815,0.326705188,2.37485075,-2.505206585,1.506188393,3.63044548,5.209123611,-0.155482233,1.871666551,-0.415348589,4.30311203,-5.346159458,4.116989136,female
102_1_1_38.wav,0.244653076,0.03834996,1649.283571,1225.424954,2891.801075,0.120358703,-385.2047119,46.47429276,3.412985802,5.708694458,-11.31666374,12.45179367,-7.734894753,4.82579565,-6.664420605,-1.67944324,-12.60828686,-1.407464981,-8.958385468,6.841999531,-9.823570251,6.195157528,-5.149158001,6.825549603,-6.709512234,5.56219101,female
102_1_1_39.wav,0.341266662,0.053067572,1623.658147,1690.424517,3282.8125,0.098464134,-270.1444702,91.59712982,10.95078945,6.454677582,-13.89746666,8.042451859,-23.35368156,1.247907162,-11.62242317,7.646415234,-14.64962864,1.631365776,-5.420406818,9.984361649,-4.539741039,11.61204243,1.584801316,11.98253059,-8.508393288,5.268092632,female
102_1_1_41.wav,0.330223203,0.055713858,1785.427987,1587.617812,3452.576754,0.140239515,-332.4588623,55.82335663,24.08605766,30.57278824,-14.48810768,-3.756011009,-24.0181179,0.857895136,-20.16653824,6.652605534,-12.83826351,2.778238058,-1.511045337,-0.133434758,-14.07260799,-0.867144346,-14.42147732,-0.674117982,-15.19510078,-3.407413721,female
102_1_1_410.wav,0.200391158,0.039749205,1448.265294,1293.257872,2894.805373,0.102277789,-385.2635498,42.21707153,8.2355299,3.197303295,-12.80086803,-0.312740356,-12.1670351,11.4328537,-11.42675114,6.054927826,-14.07519245,6.74835968,0.688785195,-0.762485862,-13.38375092,-0.947429657,-11.72606564,3.296705723,-12.69364738,2.883316755,female
102_1_1_411.wav,0.288059264,0.051832348,2628.876577,1665.951878,4267.886513,0.219589501,-347.7252502,29.71268845,22.86037636,16.75253677,-7.924455166,1.444130301,-26.65953445,2.835047483,-17.34115791,-0.514665663,-14.50491905,4.002427101,-8.874900818,1.234221935,-10.46602821,0.448656827,-11.71159935,4.015674114,-14.76134682,-3.487055302,female
102_1_1_412.wav,0.299468517,0.030602241,2034.556917,1144.184709,3058.114035,0.170885588,-482.4464417,23.09615707,19.69006157,15.16387653,0.288494855,6.366770744,-8.983730316,4.2198596,-5.622315407,3.301496744,-6.748215199,4.01099968,-2.79898715,3.260418177,-4.60555315,1.055232644,-4.77829361,0.069405541,-5.878351688,-1.678895593,female
102_1_1_413.wav,0.323089153,0.057773862,1912.949106,1821.728968,3839.501096,0.127449973,-320.2571411,46.80440521,20.15161896,25.4095974,-17.46784782,0.225665033,-16.46750641,8.111643791,-18.21391487,5.583975315,-15.46744919,5.283421993,-0.318281919,4.69883585,-9.728840828,-2.784580231,-13.0281744,-0.062293805,-15.16187382,0.527486086,female
102_1_1_414.wav,0.306726873,0.040616911,1553.045729,1429.008393,3070.860746,0.086168791,-401.1967468,41.67336273,4.573729515,13.46934605,-15.48614788,5.03328228,-9.280043602,9.020692825,-8.255893707,1.269677043,-13.86979198,-0.069662049,-1.465006113,3.382458687,-10.85001278,-0.066918857,-11.67378807,1.989637256,-11.58162117,-1.779131651,female
102_1_1_415.wav,0.339749783,0.057281397,2170.969364,1893.467472,4306.537829,0.126284951,-289.4440308,40.72126007,17.05524826,29.27796555,-11.15302753,1.771750331,-15.64538288,6.959939957,-27.83390808,4.767557144,-16.99713326,4.90193224,0.347111642,6.567276478,-14.4581852,1.024173617,-17.78816986,0.37161085,-16.85784531,-1.123533726,female
102_1_1_416.wav,0.519047081,0.02977032,1297.701503,1470.394865,2733.552632,0.07351631,-443.5477905,37.77907562,14.3859129,6.597327709,-3.073807001,8.85259819,-3.593111277,8.771093369,-6.843095779,1.852257609,-8.353018761,2.951208115,0.731055617,1.118118644,-4.027374744,1.494258046,-6.933709621,3.239396572,-10.15676212,2.555016041,female
102_1_1_417.wav,0.362486005,0.055725735,2221.633277,1825.949877,4253.563596,0.163218716,-324.8221436,36.82408142,30.06184196,17.68237877,-19.29009438,1.086238742,-20.87869453,9.351903915,-24.68092155,4.178767204,-14.54818439,6.816442013,-5.098495007,0.633655548,-12.27252769,-3.047993183,-15.59921932,1.708021045,-19.26152611,0.000748062,female
102_1_1_418.wav,0.413630873,0.028336424,1951.166983,1469.598069,3450.794956,0.185071443,-456.9276123,19.89918327,16.05846786,10.37080669,-7.302848816,4.291593552,-5.847574711,7.472210407,-8.277689934,7.046471119,-5.174753666,6.132398129,-1.635414243,2.169802904,-5.934960842,0.890391052,-7.617949486,2.860154867,-7.774247169,2.913552523,female
102_1_1_419.wav,0.419751763,0.046898287,1539.571016,1411.098963,2869.791667,0.110004626,-357.1378784,59.4559288,31.70439148,26.12145996,-14.33036613,0.364357173,-11.97771263,6.33703661,-17.02345657,1.905919552,-13.89701653,4.454128265,1.409209728,5.764876842,-9.168273926,0.20698525,-13.316679,2.153035402,-16.2150116,0.406046957,female
102_1_1_42.wav,0.297964275,0.056258611,1994.851119,1688.413313,3772.546601,0.147323876,-331.5682678,54.48908615,18.18034744,20.01512337,-11.83324909,2.307492495,-22.25839233,4.329975128,-21.34610176,3.485206127,-12.19561005,5.122572422,-2.629331589,-0.187781796,-10.56963062,0.32112807,-15.33375072,1.593222022,-13.47966385,-2.237333298,female
102_1_1_420.wav,0.309660763,0.053523269,1562.8305,1566.89532,3008.908991,0.095364755,-338.960144,68.98143768,31.3708725,10.1368494,-16.19812775,9.843574524,-15.86433887,6.796443939,-10.11895657,1.581650496,-16.34091759,4.221482754,-3.535581589,2.920149326,-8.912848473,3.227528334,-19.35443306,0.01765931,-19.08492279,-3.022890806,female
102_1_1_43.wav,0.196445882,0.038602378,1867.797812,1166.0462,3146.038925,0.147503769,-436.7117615,34.60347366,9.880596161,11.39352894,-19.8756218,-1.030666113,-10.74344063,3.589748144,-15.38656425,2.636888981,-14.13772488,0.442460507,-4.72778368,-1.354653835,-8.249944687,-4.736542225,-10.940732,0.122122377,-10.75893211,-0.049818106,female
102_1_1_44.wav,0.288450748,0.03430498,2651.551808,1458.262598,4237.32182,0.218270285,-418.133728,27.76145935,14.03605461,11.40397072,-13.27832985,2.74450326,-9.307170868,6.291565418,-16.01067543,1.743045449,-11.42035007,3.848488569,-3.314813137,3.423080206,-8.591620445,0.625161409,-10.54384995,2.085976601,-10.3812294,-0.31533885,female
102_1_1_45.wav,0.289645702,0.065501913,2340.105028,1833.226965,4376.98739,0.158224541,-290.0067749,38.22070313,30.11366272,16.91635704,-14.11046219,11.08509445,-9.956940651,12.40860748,-17.75631523,3.625716925,-17.27104568,5.701171398,-0.430748284,8.106268883,-12.72752476,-1.830306649,-16.78046799,4.879920483,-17.91205215,2.515559196,female
102_1_1_46.wav,0.262301564,0.037910696,1404.728429,1266.491337,2609.032346,0.099455181,-424.300415,44.47866058,6.438233852,0.940264761,-9.572375298,3.496037722,-13.39733219,0.320338696,-15.39398956,4.294151306,-9.171655655,0.376078665,1.541892886,-0.066468142,-3.680736065,-1.634842873,-10.04289246,0.496801883,-8.500842094,-3.086740255,female
102_1_1_47.wav,0.136409283,0.025349351,1227.246786,839.1092332,2134.457237,0.07926004,-500.5218201,14.02539063,7.340161324,14.54039288,-4.154316902,0.929015577,-0.194584534,4.743966103,-8.012328148,2.166413784,-5.722988129,1.489972591,-1.624648571,3.011263132,-4.814016819,-1.285996437,-7.063836575,0.920677841,-8.412930489,-1.426509619,female
102_1_1_48.wav,0.330800772,0.035926368,2223.99162,1628.563126,4122.669956,0.175425747,-395.3084717,44.33751297,6.503816128,19.84350967,-14.91897106,0.104534581,-8.571138382,5.212473869,-15.3368969,-1.57920444,-9.172586441,2.343403578,0.712895751,3.257951736,-8.880019188,-1.864596367,-10.73988533,1.017969608,-11.84365463,-0.46560809,female
102_1_1_49.wav,0.314102381,0.051273182,1916.451857,1788.473317,3757.881031,0.145169442,-331.1262817,59.57123184,12.09576702,7.099746227,-19.61644745,6.468556881,-17.54390717,0.003255811,-21.76794243,4.455273151,-16.75835991,2.769454241,-0.078843333,2.24977994,-15.55463219,-1.352676511,-14.33479881,3.947626114,-15.13492298,-3.225806952,female
105_1_1_11.wav,0.324329436,0.031594623,1942.338426,1629.27013,3579.553091,0.17203251,-280.3095093,75.01907349,-22.73591423,17.67914581,-22.1226902,-11.83040714,-21.99987602,-15.10237789,-16.07365227,-4.705199242,-24.78024483,-6.407571316,-17.62757492,6.173363686,-22.01340866,2.260939121,-18.1558094,2.630406857,-12.23273849,-2.933108091,female
105_1_1_110.wav,0.371577829,0.036285125,2327.663292,1457.655227,3953.040995,0.221768943,-328.0389709,56.49848938,-27.79702759,11.90683842,-19.90297508,-11.82065105,-9.71695137,-10.47770214,-11.58765411,-3.869386196,-18.52775764,0.569307983,-14.70267963,3.604375362,-16.31167793,-3.252397537,-11.52987289,2.894373655,-10.59533691,-0.239040703,female
105_1_1_111.wav,0.412204593,0.026846211,2108.235222,1718.531919,3934.139785,0.166887181,-365.4864807,55.57387924,14.02017212,17.57998085,-13.47831726,-4.748818874,-15.51666737,-0.639288723,-19.46842003,3.431415081,-15.14758396,-7.534873486,-12.95926666,-0.632611573,-5.316718102,1.681912661,-9.671621323,8.067849159,-5.400993347,-1.535871983,female
105_1_1_112.wav,0.386000305,0.028887471,1820.332914,1683.397797,3641.465054,0.118783602,-339.393158,71.91980743,2.523254633,15.75766373,-16.95054817,-4.983067513,-17.8914299,-3.451822281,-17.61431503,-1.17303288,-15.43174648,-8.846403122,-11.48482895,-3.558345079,-9.328652382,-0.97332561,-16.81764603,7.117175102,-11.3616972,-2.779383183,female
105_1_1_113.wav,0.473027557,0.015350805,1830.344889,1633.480357,3430.77957,0.154779906,-480.032135,60.3046608,-3.789665699,7.016275883,-5.892288685,-4.684127808,-13.07489586,-11.12554073,-11.47897243,-4.638624191,-14.11802483,-2.113848209,-8.216315269,-2.232392788,-7.812549114,-0.363429934,-8.705954552,0.384367913,-3.991076469,0.433162391,female
105_1_1_114.wav,0.288998127,0.020371607,2542.316302,1500.348344,4026.34641,0.230686918,-459.9692993,41.00831223,-6.983287334,-16.74362946,-18.83660698,-2.702530146,-15.80241203,-7.295003891,-16.20677948,0.283734113,-17.9401722,-1.037151456,-9.218934059,2.322746038,-8.45126152,3.292855501,-7.86122942,7.390904427,-6.370457649,0.286039263,female
105_1_1_115.wav,0.19005236,0.027603906,1320.973839,1079.531373,2442.960349,0.091686618,-420.2983093,46.50228882,4.31411314,21.33385658,-15.21447086,-11.28133774,-17.55667686,1.277247548,-15.16693878,2.184668303,-10.12955761,0.285861254,-6.887563229,-2.47180748,-5.442233086,-2.442525148,-8.730066299,1.866494179,-8.621105194,-0.652923286,female
105_1_1_116.wav,0.331582606,0.03061959,2028.741278,1427.276369,3395.329301,0.182128906,-351.6302795,54.0470314,-3.935638666,24.8997612,-27.12469101,-24.36722374,-23.8312664,-7.64201355,-16.2686615,0.449383557,-14.12535,-6.360435009,-10.53574753,-0.040993869,-13.43386936,3.893568516,-14.73068428,-1.319794655,-9.78422451,-2.435274601,female
105_1_1_12.wav,0.386742592,0.021671731,1901.530179,1790.384561,3684.391801,0.1734396,-367.5401001,77.73064423,-7.280343056,11.33233452,-11.77254391,-10.88097,-15.86829376,-8.644922256,-18.10141754,-2.856940508,-23.71716499,-3.327127457,-15.11445904,2.616276503,-16.86872292,-0.061405223,-14.01084805,1.515676141,-11.84591579,-1.795674801,female
105_1_1_13.wav,0.535320103,0.013250214,1151.608947,1189.187947,2179.939516,0.098333543,-450.7008057,95.50977325,-0.441203773,2.999932289,-1.427202821,-5.393203735,-15.29245377,-13.35997581,-7.520896435,-0.886694789,-14.99969196,-5.837814331,-10.04575062,-2.406103849,-11.79451084,-4.490549088,-10.85173798,-1.921564698,-8.533761978,-2.59924531,female
105_1_1_14.wav,0.26378727,0.023598358,2396.382346,1369.768497,3669.018817,0.217920447,-436.007019,35.89331055,11.57949162,10.44418621,-11.64551449,-5.244211674,-6.111061096,-6.14693594,-11.77502728,-3.101438046,-14.99308968,-2.803841829,-13.52792549,2.674236536,-11.69577408,-0.583859861,-10.42758179,0.703790009,-7.690223694,0.508977115,female
105_1_1_15.wav,0.233919472,0.022146827,1264.373349,1201.879942,2443.380376,0.087486349,-463.7360229,51.88024902,-0.302130103,14.65007019,-6.335518837,-12.99865437,-4.914046288,-7.104511261,-11.31885338,-4.417181969,-12.76483727,-5.751372814,-12.57205296,1.756877303,-11.32813549,1.798148155,-11.74502945,1.585309386,-9.118218422,-0.302955508,female
105_1_1_16.wav,0.316743582,0.040189035,1291.380404,1236.467247,2283.854167,0.097735005,-359.9282227,79.20957947,-7.41984129,10.32450771,-16.52719116,-6.074522018,-13.28134727,-11.25960255,-12.99012375,-3.734290123,-16.32670021,-3.778030157,-18.19363213,-3.209231853,-6.57079792,-1.810155272,-12.60798931,-4.220898151,-7.057590961,-2.473743439,female
